num         YYYYYYYYYYYYY         ZZZZZZZZZZZZZ         XXXXXXXXXXXXX         B z smoothed
550            13.0000000              .0000000            49.0000000             -.1058948
551            13.0000000              .0000000            50.0000000             -.1058942
552            13.0000000              .0000000            51.0000000             -.1058935
553            13.0000000              .0000000            52.0000000             -.1058923
554            13.0000000              .0000000            53.0000000             -.1058910
555            13.0000000              .0000000            54.0000000             -.1058900
556            13.0000000              .0000000            55.0000000             -.1058885
557            13.0000000              .0000000            56.0000000             -.1058867
558            13.0000000              .0000000            57.0000000             -.1058850
559            13.0000000              .0000000            58.0000000             -.1058834
560            13.0000000              .0000000            59.0000000             -.1058811
561            13.0000000              .0000000            60.0000000             -.1058787
562            13.0000000              .0000000            61.0000000             -.1058766
563            13.0000000              .0000000            62.0000000             -.1058743
564            13.0000000              .0000000            63.0000000             -.1058713
565            13.0000000              .0000000            64.0000000             -.1058683
566            13.0000000              .0000000            65.0000000             -.1058657
567            13.0000000              .0000000            66.0000000             -.1058625
568            13.0000000              .0000000            67.0000000             -.1058590
569            13.0000000              .0000000            68.0000000             -.1058556
570            13.0000000              .0000000            69.0000000             -.1058525
571            13.0000000              .0000000            70.0000000             -.1058485
572            13.0000000              .0000000            71.0000000             -.1058446
573            13.0000000              .0000000            72.0000000             -.1058409
574            13.0000000              .0000000            73.0000000             -.1058372
575            13.0000000              .0000000            74.0000000             -.1058330
576            13.0000000              .0000000            75.0000000             -.1058290
577            13.0000000              .0000000            76.0000000             -.1058252
578            13.0000000              .0000000            77.0000000             -.1058214
579            13.0000000              .0000000            78.0000000             -.1058177
580            13.0000000              .0000000            79.0000000             -.1058140
581            13.0000000              .0000000            80.0000000             -.1058105
582            13.0000000              .0000000            81.0000000             -.1058081
583            13.0000000              .0000000            82.0000000             -.1058056
584            13.0000000              .0000000            83.0000000             -.1058029
585            13.0000000              .0000000            84.0000000             -.1058006
586            13.0000000              .0000000            85.0000000             -.1058000
587            13.0000000              .0000000            86.0000000             -.1057996
588            13.0000000              .0000000            87.0000000             -.1057995
589            13.0000000              .0000000            88.0000000         -1.673926e-06
590            13.0000000              .0000000            89.0000000         -1.664346e-06
591            13.0000000              .0000000            90.0000000         -1.654767e-06
592            13.0000000              .0000000            91.0000000         -1.613054e-06
593            13.0000000              .0000000            92.0000000         -1.531511e-06
594            13.0000000              .0000000            93.0000000         -1.453877e-06
595            13.0000000              .0000000            94.0000000         -1.382897e-06
596            13.0000000              .0000000            95.0000000         -1.295544e-06
597            13.0000000              .0000000            96.0000000         -1.197508e-06
598            13.0000000              .0000000            97.0000000         -1.105335e-06
599            13.0000000              .0000000            98.0000000         -1.019340e-06
600            13.0000000              .0000000            99.0000000         -9.260123e-07
601            13.0000000            13.0000000          -100.0000000          6.397821e-07
602            13.0000000            13.0000000           -99.0000000          8.100112e-07
603            13.0000000            13.0000000           -98.0000000          9.695367e-07
604            13.0000000            13.0000000           -97.0000000          1.216955e-06
605            13.0000000            13.0000000           -96.0000000          1.464374e-06
606            13.0000000            13.0000000           -95.0000000          1.634575e-06
607            13.0000000            13.0000000           -94.0000000          1.832615e-06
608            13.0000000            13.0000000           -93.0000000          2.088334e-06
609            13.0000000            13.0000000           -92.0000000          2.305696e-06
610            13.0000000            13.0000000           -91.0000000          2.450331e-06
611            13.0000000            13.0000000           -90.0000000          2.522700e-06
612            13.0000000            13.0000000           -89.0000000          2.579692e-06
613            13.0000000            13.0000000           -88.0000000          2.621428e-06
614            13.0000000            13.0000000           -87.0000000              .1057886
615            13.0000000            13.0000000           -86.0000000              .1057915
616            13.0000000            13.0000000           -85.0000000              .1057942
617            13.0000000            13.0000000           -84.0000000              .1057937
618            13.0000000            13.0000000           -83.0000000              .1058039
619            13.0000000            13.0000000           -82.0000000              .1058176
620            13.0000000            13.0000000           -81.0000000              .1058270
621            13.0000000            13.0000000           -80.0000000              .1058345
622            13.0000000            13.0000000           -79.0000000              .1058448
623            13.0000000            13.0000000           -78.0000000              .1058551
624            13.0000000            13.0000000           -77.0000000              .1058624
625            13.0000000            13.0000000           -76.0000000              .1058692
626            13.0000000            13.0000000           -75.0000000              .1058759
627            13.0000000            13.0000000           -74.0000000              .1058823
628            13.0000000            13.0000000           -73.0000000              .1058878
629            13.0000000            13.0000000           -72.0000000              .1058922
630            13.0000000            13.0000000           -71.0000000              .1058962
631            13.0000000            13.0000000           -70.0000000              .1059002
632            13.0000000            13.0000000           -69.0000000              .1059042
633            13.0000000            13.0000000           -68.0000000              .1059064
634            13.0000000            13.0000000           -67.0000000              .1059086
635            13.0000000            13.0000000           -66.0000000              .1059113
636            13.0000000            13.0000000           -65.0000000              .1059135
637            13.0000000            13.0000000           -64.0000000              .1059146
638            13.0000000            13.0000000           -63.0000000              .1059160
639            13.0000000            13.0000000           -62.0000000              .1059179
640            13.0000000            13.0000000           -61.0000000              .1059187
641            13.0000000            13.0000000           -60.0000000              .1059192
642            13.0000000            13.0000000           -59.0000000              .1059203
643            13.0000000            13.0000000           -58.0000000              .1059213
644            13.0000000            13.0000000           -57.0000000              .1059216
645            13.0000000            13.0000000           -56.0000000              .1059218
646            13.0000000            13.0000000           -55.0000000              .1059226
647            13.0000000            13.0000000           -54.0000000              .1059230
648            13.0000000            13.0000000           -53.0000000              .1059230
649            13.0000000            13.0000000           -52.0000000              .1059232
650            13.0000000            13.0000000           -51.0000000              .1059237
651            13.0000000            13.0000000           -50.0000000              .1059237
652            13.0000000            13.0000000           -49.0000000              .1059237
653            13.0000000            13.0000000           -48.0000000              .1059239
654            13.0000000            13.0000000           -47.0000000              .1059240
655            13.0000000            13.0000000           -46.0000000              .1059240
656            13.0000000            13.0000000           -45.0000000              .1059239
657            13.0000000            13.0000000           -44.0000000              .1059239
658            13.0000000            13.0000000           -43.0000000              .1059239
659            13.0000000            13.0000000           -42.0000000              .1059238
660            13.0000000            13.0000000           -41.0000000              .1059236
661            13.0000000            13.0000000           -40.0000000              .1059234
662            13.0000000            13.0000000           -39.0000000              .1059233
663            13.0000000            13.0000000           -38.0000000              .1059232
664            13.0000000            13.0000000           -37.0000000              .1059227
665            13.0000000            13.0000000           -36.0000000              .1059224
666            13.0000000            13.0000000           -35.0000000              .1059221
667            13.0000000            13.0000000           -34.0000000              .1059217
668            13.0000000            13.0000000           -33.0000000              .1059210
669            13.0000000            13.0000000           -32.0000000              .1059204
670            13.0000000            13.0000000           -31.0000000              .1059198
671            13.0000000            13.0000000           -30.0000000              .1059189
672            13.0000000            13.0000000           -29.0000000              .1059178
673            13.0000000            13.0000000           -28.0000000              .1059167
674            13.0000000            13.0000000           -27.0000000              .1059157
675            13.0000000            13.0000000           -26.0000000              .1059140
676            13.0000000            13.0000000           -25.0000000              .1059121
677            13.0000000            13.0000000           -24.0000000              .1059101
678            13.0000000            13.0000000           -23.0000000              .1059079
679            13.0000000            13.0000000           -22.0000000              .1059053
680            13.0000000            13.0000000           -21.0000000              .1059019
681            13.0000000            13.0000000           -20.0000000              .1058982
682            13.0000000            13.0000000           -19.0000000              .1058945
683            13.0000000            13.0000000           -18.0000000              .1058903
684            13.0000000            13.0000000           -17.0000000              .1058841
685            13.0000000            13.0000000           -16.0000000              .1058779
686            13.0000000            13.0000000           -15.0000000              .1058728
687            13.0000000            13.0000000           -14.0000000              .1058652
688            13.0000000            13.0000000           -13.0000000              .1058552
689            13.0000000            13.0000000           -12.0000000              .1058465
690            13.0000000            13.0000000           -11.0000000              .1058398
691            13.0000000            13.0000000           -10.0000000              .1058286
692            13.0000000            13.0000000            -9.0000000              .1058166
693            13.0000000            13.0000000            -8.0000000              .1058080
694            13.0000000            13.0000000            -7.0000000              .1058016
695            13.0000000            13.0000000            -6.0000000              .1057940
696            13.0000000            13.0000000            -5.0000000              .1057878
697            13.0000000            13.0000000            -4.0000000              .1057868
698            13.0000000            13.0000000            -3.0000000              .1057859
699            13.0000000            13.0000000            -2.0000000         -5.787530e-08
700            13.0000000            13.0000000            -1.0000000         -7.217566e-08
701            13.0000000            13.0000000         -1.421085e-14         -8.560614e-08
702            13.0000000            13.0000000             1.0000000         -9.751050e-08
703            13.0000000            13.0000000             2.0000000         -1.122150e-07
704            13.0000000            13.0000000             3.0000000             -.1058021
705            13.0000000            13.0000000             4.0000000             -.1058055
706            13.0000000            13.0000000             5.0000000             -.1058084
707            13.0000000            13.0000000             6.0000000             -.1058097
708            13.0000000            13.0000000             7.0000000             -.1058139
709            13.0000000            13.0000000             8.0000000             -.1058247
710            13.0000000            13.0000000             9.0000000             -.1058367
711            13.0000000            13.0000000            10.0000000             -.1058444
712            13.0000000            13.0000000            11.0000000             -.1058511
713            13.0000000            13.0000000            12.0000000             -.1058594
714            13.0000000            13.0000000            13.0000000             -.1058677
715            13.0000000            13.0000000            14.0000000             -.1058738
716            13.0000000            13.0000000            15.0000000             -.1058795
717            13.0000000            13.0000000            16.0000000             -.1058846
718            13.0000000            13.0000000            17.0000000             -.1058896
719            13.0000000            13.0000000            18.0000000             -.1058943
720            13.0000000            13.0000000            19.0000000             -.1058975
721            13.0000000            13.0000000            20.0000000             -.1059004
722            13.0000000            13.0000000            21.0000000             -.1059037
723            13.0000000            13.0000000            22.0000000             -.1059066
724            13.0000000            13.0000000            23.0000000             -.1059081
725            13.0000000            13.0000000            24.0000000             -.1059097
726            13.0000000            13.0000000            25.0000000             -.1059120
727            13.0000000            13.0000000            26.0000000             -.1059133
728            13.0000000            13.0000000            27.0000000             -.1059139
729            13.0000000            13.0000000            28.0000000             -.1059149
730            13.0000000            13.0000000            29.0000000             -.1059164
731            13.0000000            13.0000000            30.0000000             -.1059166
732            13.0000000            13.0000000            31.0000000             -.1059167
733            13.0000000            13.0000000            32.0000000             -.1059175
734            13.0000000            13.0000000            33.0000000             -.1059180
735            13.0000000            13.0000000            34.0000000             -.1059179
736            13.0000000            13.0000000            35.0000000             -.1059178
737            13.0000000            13.0000000            36.0000000             -.1059183
738            13.0000000            13.0000000            37.0000000             -.1059183
739            13.0000000            13.0000000            38.0000000             -.1059180
740            13.0000000            13.0000000            39.0000000             -.1059179
741            13.0000000            13.0000000            40.0000000             -.1059180
742            13.0000000            13.0000000            41.0000000             -.1059177
743            13.0000000            13.0000000            42.0000000             -.1059173
744            13.0000000            13.0000000            43.0000000             -.1059172
745            13.0000000            13.0000000            44.0000000             -.1059169
746            13.0000000            13.0000000            45.0000000             -.1059165
747            13.0000000            13.0000000            46.0000000             -.1059161
748            13.0000000            13.0000000            47.0000000             -.1059158
749            13.0000000            13.0000000            48.0000000             -.1059154
750            13.0000000            13.0000000            49.0000000             -.1059149
751            13.0000000            13.0000000            50.0000000             -.1059144
752            13.0000000            13.0000000            51.0000000             -.1059139
753            13.0000000            13.0000000            52.0000000             -.1059134
754            13.0000000            13.0000000            53.0000000             -.1059128
755            13.0000000            13.0000000            54.0000000             -.1059121
756            13.0000000            13.0000000            55.0000000             -.1059114
757            13.0000000            13.0000000            56.0000000             -.1059107
758            13.0000000            13.0000000            57.0000000             -.1059099
759            13.0000000            13.0000000            58.0000000             -.1059088
760            13.0000000            13.0000000            59.0000000             -.1059079
761            13.0000000            13.0000000            60.0000000             -.1059069
762            13.0000000            13.0000000            61.0000000             -.1059056
763            13.0000000            13.0000000            62.0000000             -.1059042
764            13.0000000            13.0000000            63.0000000             -.1059028
765            13.0000000            13.0000000            64.0000000             -.1059013
766            13.0000000            13.0000000            65.0000000             -.1058993
767            13.0000000            13.0000000            66.0000000             -.1058971
768            13.0000000            13.0000000            67.0000000             -.1058948
769            13.0000000            13.0000000            68.0000000             -.1058922
770            13.0000000            13.0000000            69.0000000             -.1058895
771            13.0000000            13.0000000            70.0000000             -.1058857
772            13.0000000            13.0000000            71.0000000             -.1058819
773            13.0000000            13.0000000            72.0000000             -.1058781
774            13.0000000            13.0000000            73.0000000             -.1058735
775            13.0000000            13.0000000            74.0000000             -.1058674
776            13.0000000            13.0000000            75.0000000             -.1058615
777            13.0000000            13.0000000            76.0000000             -.1058564
778            13.0000000            13.0000000            77.0000000             -.1058486
779            13.0000000            13.0000000            78.0000000             -.1058393
780            13.0000000            13.0000000            79.0000000             -.1058317
781            13.0000000            13.0000000            80.0000000             -.1058255
782            13.0000000            13.0000000            81.0000000             -.1058138
783            13.0000000            13.0000000            82.0000000             -.1058020
784            13.0000000            13.0000000            83.0000000             -.1057956
785            13.0000000            13.0000000            84.0000000             -.1057909
786            13.0000000            13.0000000            85.0000000             -.1057892
787            13.0000000            13.0000000            86.0000000             -.1057873
788            13.0000000            13.0000000            87.0000000             -.1057854
789            13.0000000            13.0000000            88.0000000         -2.174318e-06
790            13.0000000            13.0000000            89.0000000         -2.107482e-06
791            13.0000000            13.0000000            90.0000000         -2.086458e-06
792            13.0000000            13.0000000            91.0000000         -2.002103e-06
793            13.0000000            13.0000000            92.0000000         -1.767128e-06
794            13.0000000            13.0000000            93.0000000         -1.556258e-06
795            13.0000000            13.0000000            94.0000000         -1.407578e-06
796            13.0000000            13.0000000            95.0000000         -1.201673e-06
797            13.0000000            13.0000000            96.0000000         -9.688493e-07
798            13.0000000            13.0000000            97.0000000         -7.738282e-07
799            13.0000000            13.0000000            98.0000000         -6.143619e-07
800            13.0000000            13.0000000            99.0000000         -4.216008e-07
