num         YYYYYYYYYYYYY         ZZZZZZZZZZZZZ         XXXXXXXXXXXXX         B z smoothed
 95              .0000000              .0000000            -6.0000000              .1058251
 96              .0000000              .0000000            -5.0000000              .1058241
 97              .0000000              .0000000            -4.0000000              .1058233
 98              .0000000              .0000000            -3.0000000              .1058229
 99              .0000000              .0000000            -2.0000000         -3.045828e-08
100              .0000000              .0000000            -1.0000000         -3.041036e-08
101              .0000000              .0000000         -1.421085e-14         -3.041268e-08
102              .0000000              .0000000             1.0000000         -3.043472e-08
103              .0000000              .0000000             2.0000000         -3.048702e-08
104              .0000000              .0000000             3.0000000             -.1058260
105              .0000000              .0000000             4.0000000             -.1058266
106              .0000000              .0000000             5.0000000             -.1058276
107              .0000000              .0000000             6.0000000             -.1058289
108              .0000000              .0000000             7.0000000             -.1058301
109              .0000000              .0000000             8.0000000             -.1058330
110              .0000000              .0000000             9.0000000             -.1058360
111              .0000000              .0000000            10.0000000             -.1058390
112              .0000000              .0000000            11.0000000             -.1058421
113              .0000000              .0000000            12.0000000             -.1058454
114              .0000000              .0000000            13.0000000             -.1058488
115              .0000000              .0000000            14.0000000             -.1058522
116              .0000000              .0000000            15.0000000             -.1058556
117              .0000000              .0000000            16.0000000             -.1058591
118              .0000000              .0000000            17.0000000             -.1058625
119              .0000000              .0000000            18.0000000             -.1058660
120              .0000000              .0000000            19.0000000             -.1058691
121              .0000000              .0000000            20.0000000             -.1058722
122              .0000000              .0000000            21.0000000             -.1058753
123              .0000000              .0000000            22.0000000             -.1058783
124              .0000000              .0000000            23.0000000             -.1058809
125              .0000000              .0000000            24.0000000             -.1058835
126              .0000000              .0000000            25.0000000             -.1058861
127              .0000000              .0000000            26.0000000             -.1058884
128              .0000000              .0000000            27.0000000             -.1058905
129              .0000000              .0000000            28.0000000             -.1058925
130              .0000000              .0000000            29.0000000             -.1058946
131              .0000000              .0000000            30.0000000             -.1058961
132              .0000000              .0000000            31.0000000             -.1058977
133              .0000000              .0000000            32.0000000             -.1058992
134              .0000000              .0000000            33.0000000             -.1059006
135              .0000000              .0000000            34.0000000             -.1059017
136              .0000000              .0000000            35.0000000             -.1059028
137              .0000000              .0000000            36.0000000             -.1059038
138              .0000000              .0000000            37.0000000             -.1059046
139              .0000000              .0000000            38.0000000             -.1059053
140              .0000000              .0000000            39.0000000             -.1059060
141              .0000000              .0000000            40.0000000             -.1059066
142              .0000000              .0000000            41.0000000             -.1059069
143              .0000000              .0000000            42.0000000             -.1059072
144              .0000000              .0000000            43.0000000             -.1059075
145              .0000000              .0000000            44.0000000             -.1059077
146              .0000000              .0000000            45.0000000             -.1059076
147              .0000000              .0000000            46.0000000             -.1059075
148              .0000000              .0000000            47.0000000             -.1059075
149              .0000000              .0000000            48.0000000             -.1059071
150              .0000000              .0000000            49.0000000             -.1059067
151              .0000000              .0000000            50.0000000             -.1059063
152              .0000000              .0000000            51.0000000             -.1059058
153              .0000000              .0000000            52.0000000             -.1059050
154              .0000000              .0000000            53.0000000             -.1059042
155              .0000000              .0000000            54.0000000             -.1059034
156              .0000000              .0000000            55.0000000             -.1059024
157              .0000000              .0000000            56.0000000             -.1059011
158              .0000000              .0000000            57.0000000             -.1058999
159              .0000000              .0000000            58.0000000             -.1058987
160              .0000000              .0000000            59.0000000             -.1058970
161              .0000000              .0000000            60.0000000             -.1058953
162              .0000000              .0000000            61.0000000             -.1058935
163              .0000000              .0000000            62.0000000             -.1058917
164              .0000000              .0000000            63.0000000             -.1058894
165              .0000000              .0000000            64.0000000             -.1058872
166              .0000000              .0000000            65.0000000             -.1058849
167              .0000000              .0000000            66.0000000             -.1058823
168              .0000000              .0000000            67.0000000             -.1058795
169              .0000000              .0000000            68.0000000             -.1058767
170              .0000000              .0000000            69.0000000             -.1058739
171              .0000000              .0000000            70.0000000             -.1058706
172              .0000000              .0000000            71.0000000             -.1058673
173              .0000000              .0000000            72.0000000             -.1058640
174              .0000000              .0000000            73.0000000             -.1058606
175              .0000000              .0000000            74.0000000             -.1058570
176              .0000000              .0000000            75.0000000             -.1058535
177              .0000000              .0000000            76.0000000             -.1058499
178              .0000000              .0000000            77.0000000             -.1058464
179              .0000000              .0000000            78.0000000             -.1058430
180              .0000000              .0000000            79.0000000             -.1058396
181              .0000000              .0000000            80.0000000             -.1058362
182              .0000000              .0000000            81.0000000             -.1058335
183              .0000000              .0000000            82.0000000             -.1058308
184              .0000000              .0000000            83.0000000             -.1058280
185              .0000000              .0000000            84.0000000             -.1058255
186              .0000000              .0000000            85.0000000             -.1058248
187              .0000000              .0000000            86.0000000             -.1058240
188              .0000000              .0000000            87.0000000             -.1058231
189              .0000000              .0000000            88.0000000         -1.206221e-06
190              .0000000              .0000000            89.0000000         -1.188251e-06
191              .0000000              .0000000            90.0000000         -1.171497e-06
192              .0000000              .0000000            91.0000000         -1.133152e-06
193              .0000000              .0000000            92.0000000         -1.072763e-06
194              .0000000              .0000000            93.0000000         -1.012374e-06
195              .0000000              .0000000            94.0000000         -9.519855e-07
196              .0000000              .0000000            95.0000000         -8.822200e-07
197              .0000000              .0000000            96.0000000         -8.046178e-07
198              .0000000              .0000000            97.0000000         -7.270156e-07
199              .0000000              .0000000            98.0000000         -6.494134e-07
200              .0000000              .0000000            99.0000000         -5.710929e-07
201              .0000000            13.0000000          -100.0000000          3.586295e-07
202              .0000000            13.0000000           -99.0000000          5.678968e-07
203              .0000000            13.0000000           -98.0000000          7.729665e-07
204              .0000000            13.0000000           -97.0000000          9.385148e-07
205              .0000000            13.0000000           -96.0000000          1.153059e-06
206              .0000000            13.0000000           -95.0000000          1.405636e-06
207              .0000000            13.0000000           -94.0000000          1.615415e-06
208              .0000000            13.0000000           -93.0000000          1.771601e-06
209              .0000000            13.0000000           -92.0000000          2.019222e-06
210              .0000000            13.0000000           -91.0000000          2.276870e-06
211              .0000000            13.0000000           -90.0000000          2.344525e-06
212              .0000000            13.0000000           -89.0000000          2.364740e-06
213              .0000000            13.0000000           -88.0000000          2.431907e-06
214              .0000000            13.0000000           -87.0000000              .1057910
215              .0000000            13.0000000           -86.0000000              .1057920
216              .0000000            13.0000000           -85.0000000              .1057932
217              .0000000            13.0000000           -84.0000000              .1057951
218              .0000000            13.0000000           -83.0000000              .1058018
219              .0000000            13.0000000           -82.0000000              .1058115
220              .0000000            13.0000000           -81.0000000              .1058227
221              .0000000            13.0000000           -80.0000000              .1058338
222              .0000000            13.0000000           -79.0000000              .1058407
223              .0000000            13.0000000           -78.0000000              .1058492
224              .0000000            13.0000000           -77.0000000              .1058594
225              .0000000            13.0000000           -76.0000000              .1058681
226              .0000000            13.0000000           -75.0000000              .1058735
227              .0000000            13.0000000           -74.0000000              .1058800
228              .0000000            13.0000000           -73.0000000              .1058866
229              .0000000            13.0000000           -72.0000000              .1058915
230              .0000000            13.0000000           -71.0000000              .1058955
231              .0000000            13.0000000           -70.0000000              .1058995
232              .0000000            13.0000000           -69.0000000              .1059035
233              .0000000            13.0000000           -68.0000000              .1059062
234              .0000000            13.0000000           -67.0000000              .1059087
235              .0000000            13.0000000           -66.0000000              .1059110
236              .0000000            13.0000000           -65.0000000              .1059131
237              .0000000            13.0000000           -64.0000000              .1059149
238              .0000000            13.0000000           -63.0000000              .1059162
239              .0000000            13.0000000           -62.0000000              .1059174
240              .0000000            13.0000000           -61.0000000              .1059185
241              .0000000            13.0000000           -60.0000000              .1059196
242              .0000000            13.0000000           -59.0000000              .1059201
243              .0000000            13.0000000           -58.0000000              .1059207
244              .0000000            13.0000000           -57.0000000              .1059215
245              .0000000            13.0000000           -56.0000000              .1059219
246              .0000000            13.0000000           -55.0000000              .1059222
247              .0000000            13.0000000           -54.0000000              .1059225
248              .0000000            13.0000000           -53.0000000              .1059229
249              .0000000            13.0000000           -52.0000000              .1059230
250              .0000000            13.0000000           -51.0000000              .1059231
251              .0000000            13.0000000           -50.0000000              .1059233
252              .0000000            13.0000000           -49.0000000              .1059234
253              .0000000            13.0000000           -48.0000000              .1059235
254              .0000000            13.0000000           -47.0000000              .1059235
255              .0000000            13.0000000           -46.0000000              .1059235
256              .0000000            13.0000000           -45.0000000              .1059235
257              .0000000            13.0000000           -44.0000000              .1059235
258              .0000000            13.0000000           -43.0000000              .1059234
259              .0000000            13.0000000           -42.0000000              .1059233
260              .0000000            13.0000000           -41.0000000              .1059232
261              .0000000            13.0000000           -40.0000000              .1059232
262              .0000000            13.0000000           -39.0000000              .1059229
263              .0000000            13.0000000           -38.0000000              .1059227
264              .0000000            13.0000000           -37.0000000              .1059226
265              .0000000            13.0000000           -36.0000000              .1059223
266              .0000000            13.0000000           -35.0000000              .1059217
267              .0000000            13.0000000           -34.0000000              .1059214
268              .0000000            13.0000000           -33.0000000              .1059212
269              .0000000            13.0000000           -32.0000000              .1059205
270              .0000000            13.0000000           -31.0000000              .1059196
271              .0000000            13.0000000           -30.0000000              .1059191
272              .0000000            13.0000000           -29.0000000              .1059186
273              .0000000            13.0000000           -28.0000000              .1059170
274              .0000000            13.0000000           -27.0000000              .1059158
275              .0000000            13.0000000           -26.0000000              .1059148
276              .0000000            13.0000000           -25.0000000              .1059133
277              .0000000            13.0000000           -24.0000000              .1059109
278              .0000000            13.0000000           -23.0000000              .1059090
279              .0000000            13.0000000           -22.0000000              .1059071
280              .0000000            13.0000000           -21.0000000              .1059039
281              .0000000            13.0000000           -20.0000000              .1059005
282              .0000000            13.0000000           -19.0000000              .1058971
283              .0000000            13.0000000           -18.0000000              .1058934
284              .0000000            13.0000000           -17.0000000              .1058886
285              .0000000            13.0000000           -16.0000000              .1058831
286              .0000000            13.0000000           -15.0000000              .1058773
287              .0000000            13.0000000           -14.0000000              .1058713
288              .0000000            13.0000000           -13.0000000              .1058650
289              .0000000            13.0000000           -12.0000000              .1058559
290              .0000000            13.0000000           -11.0000000              .1058469
291              .0000000            13.0000000           -10.0000000              .1058389
292              .0000000            13.0000000            -9.0000000              .1058296
293              .0000000            13.0000000            -8.0000000              .1058179
294              .0000000            13.0000000            -7.0000000              .1058061
295              .0000000            13.0000000            -6.0000000              .1058033
296              .0000000            13.0000000            -5.0000000              .1058006
297              .0000000            13.0000000            -4.0000000              .1057980
298              .0000000            13.0000000            -3.0000000              .1057963
299              .0000000            13.0000000            -2.0000000         -3.735017e-08
300              .0000000            13.0000000            -1.0000000         -4.636598e-08
301              .0000000            13.0000000         -1.421085e-14         -6.205874e-08
302              .0000000            13.0000000             1.0000000         -7.632620e-08
303              .0000000            13.0000000             2.0000000         -8.598079e-08
304              .0000000            13.0000000             3.0000000             -.1057889
305              .0000000            13.0000000             4.0000000             -.1057914
306              .0000000            13.0000000             5.0000000             -.1057938
307              .0000000            13.0000000             6.0000000             -.1057968
308              .0000000            13.0000000             7.0000000             -.1057992
309              .0000000            13.0000000             8.0000000             -.1058066
310              .0000000            13.0000000             9.0000000             -.1058167
311              .0000000            13.0000000            10.0000000             -.1058301
312              .0000000            13.0000000            11.0000000             -.1058428
313              .0000000            13.0000000            12.0000000             -.1058494
314              .0000000            13.0000000            13.0000000             -.1058579
315              .0000000            13.0000000            14.0000000             -.1058678
316              .0000000            13.0000000            15.0000000             -.1058755
317              .0000000            13.0000000            16.0000000             -.1058805
318              .0000000            13.0000000            17.0000000             -.1058866
319              .0000000            13.0000000            18.0000000             -.1058927
320              .0000000            13.0000000            19.0000000             -.1058967
321              .0000000            13.0000000            20.0000000             -.1059003
322              .0000000            13.0000000            21.0000000             -.1059038
323              .0000000            13.0000000            22.0000000             -.1059071
324              .0000000            13.0000000            23.0000000             -.1059094
325              .0000000            13.0000000            24.0000000             -.1059115
326              .0000000            13.0000000            25.0000000             -.1059133
327              .0000000            13.0000000            26.0000000             -.1059150
328              .0000000            13.0000000            27.0000000             -.1059165
329              .0000000            13.0000000            28.0000000             -.1059174
330              .0000000            13.0000000            29.0000000             -.1059183
331              .0000000            13.0000000            30.0000000             -.1059192
332              .0000000            13.0000000            31.0000000             -.1059199
333              .0000000            13.0000000            32.0000000             -.1059203
334              .0000000            13.0000000            33.0000000             -.1059207
335              .0000000            13.0000000            34.0000000             -.1059212
336              .0000000            13.0000000            35.0000000             -.1059213
337              .0000000            13.0000000            36.0000000             -.1059214
338              .0000000            13.0000000            37.0000000             -.1059216
339              .0000000            13.0000000            38.0000000             -.1059217
340              .0000000            13.0000000            39.0000000             -.1059217
341              .0000000            13.0000000            40.0000000             -.1059216
342              .0000000            13.0000000            41.0000000             -.1059216
343              .0000000            13.0000000            42.0000000             -.1059216
344              .0000000            13.0000000            43.0000000             -.1059214
345              .0000000            13.0000000            44.0000000             -.1059213
346              .0000000            13.0000000            45.0000000             -.1059211
347              .0000000            13.0000000            46.0000000             -.1059210
348              .0000000            13.0000000            47.0000000             -.1059208
349              .0000000            13.0000000            48.0000000             -.1059205
350              .0000000            13.0000000            49.0000000             -.1059202
351              .0000000            13.0000000            50.0000000             -.1059200
352              .0000000            13.0000000            51.0000000             -.1059198
353              .0000000            13.0000000            52.0000000             -.1059193
354              .0000000            13.0000000            53.0000000             -.1059189
355              .0000000            13.0000000            54.0000000             -.1059187
356              .0000000            13.0000000            55.0000000             -.1059182
357              .0000000            13.0000000            56.0000000             -.1059173
358              .0000000            13.0000000            57.0000000             -.1059169
359              .0000000            13.0000000            58.0000000             -.1059165
360              .0000000            13.0000000            59.0000000             -.1059154
361              .0000000            13.0000000            60.0000000             -.1059144
362              .0000000            13.0000000            61.0000000             -.1059137
363              .0000000            13.0000000            62.0000000             -.1059127
364              .0000000            13.0000000            63.0000000             -.1059109
365              .0000000            13.0000000            64.0000000             -.1059095
366              .0000000            13.0000000            65.0000000             -.1059082
367              .0000000            13.0000000            66.0000000             -.1059061
368              .0000000            13.0000000            67.0000000             -.1059034
369              .0000000            13.0000000            68.0000000             -.1059011
370              .0000000            13.0000000            69.0000000             -.1058988
371              .0000000            13.0000000            70.0000000             -.1058950
372              .0000000            13.0000000            71.0000000             -.1058910
373              .0000000            13.0000000            72.0000000             -.1058870
374              .0000000            13.0000000            73.0000000             -.1058826
375              .0000000            13.0000000            74.0000000             -.1058772
376              .0000000            13.0000000            75.0000000             -.1058709
377              .0000000            13.0000000            76.0000000             -.1058642
378              .0000000            13.0000000            77.0000000             -.1058575
379              .0000000            13.0000000            78.0000000             -.1058503
380              .0000000            13.0000000            79.0000000             -.1058402
381              .0000000            13.0000000            80.0000000             -.1058302
382              .0000000            13.0000000            81.0000000             -.1058229
383              .0000000            13.0000000            82.0000000             -.1058129
384              .0000000            13.0000000            83.0000000             -.1058003
385              .0000000            13.0000000            84.0000000             -.1057916
386              .0000000            13.0000000            85.0000000             -.1057905
387              .0000000            13.0000000            86.0000000             -.1057885
388              .0000000            13.0000000            87.0000000             -.1057859
389              .0000000            13.0000000            88.0000000         -1.990967e-06
390              .0000000            13.0000000            89.0000000         -1.973985e-06
391              .0000000            13.0000000            90.0000000         -1.949653e-06
392              .0000000            13.0000000            91.0000000         -1.863936e-06
393              .0000000            13.0000000            92.0000000         -1.708093e-06
394              .0000000            13.0000000            93.0000000         -1.491512e-06
395              .0000000            13.0000000            94.0000000         -1.274931e-06
396              .0000000            13.0000000            95.0000000         -1.094419e-06
397              .0000000            13.0000000            96.0000000         -9.268605e-07
398              .0000000            13.0000000            97.0000000         -6.867236e-07
399              .0000000            13.0000000            98.0000000         -4.465867e-07
400              .0000000            13.0000000            99.0000000         -2.942521e-07
401            13.0000000              .0000000          -100.0000000          1.176059e-06
402            13.0000000              .0000000           -99.0000000          1.269268e-06
403            13.0000000              .0000000           -98.0000000          1.360573e-06
404            13.0000000              .0000000           -97.0000000          1.463267e-06
405            13.0000000              .0000000           -96.0000000          1.565806e-06
406            13.0000000              .0000000           -95.0000000          1.656057e-06
407            13.0000000              .0000000           -94.0000000          1.738356e-06
408            13.0000000              .0000000           -93.0000000          1.811956e-06
409            13.0000000              .0000000           -92.0000000          1.885719e-06
410            13.0000000              .0000000           -91.0000000          1.958838e-06
411            13.0000000              .0000000           -90.0000000          1.988599e-06
412            13.0000000              .0000000           -89.0000000          1.999059e-06
413            13.0000000              .0000000           -88.0000000          2.011737e-06
414            13.0000000              .0000000           -87.0000000              .1057977
415            13.0000000              .0000000           -86.0000000              .1057981
416            13.0000000              .0000000           -85.0000000              .1057982
417            13.0000000              .0000000           -84.0000000              .1057979
418            13.0000000              .0000000           -83.0000000              .1058009
419            13.0000000              .0000000           -82.0000000              .1058040
420            13.0000000              .0000000           -81.0000000              .1058069
421            13.0000000              .0000000           -80.0000000              .1058098
422            13.0000000              .0000000           -79.0000000              .1058137
423            13.0000000              .0000000           -78.0000000              .1058177
424            13.0000000              .0000000           -77.0000000              .1058214
425            13.0000000              .0000000           -76.0000000              .1058252
426            13.0000000              .0000000           -75.0000000              .1058295
427            13.0000000              .0000000           -74.0000000              .1058337
428            13.0000000              .0000000           -73.0000000              .1058376
429            13.0000000              .0000000           -72.0000000              .1058416
430            13.0000000              .0000000           -71.0000000              .1058457
431            13.0000000              .0000000           -70.0000000              .1058495
432            13.0000000              .0000000           -69.0000000              .1058532
433            13.0000000              .0000000           -68.0000000              .1058568
434            13.0000000              .0000000           -67.0000000              .1058604
435            13.0000000              .0000000           -66.0000000              .1058636
436            13.0000000              .0000000           -65.0000000              .1058667
437            13.0000000              .0000000           -64.0000000              .1058697
438            13.0000000              .0000000           -63.0000000              .1058726
439            13.0000000              .0000000           -62.0000000              .1058752
440            13.0000000              .0000000           -61.0000000              .1058777
441            13.0000000              .0000000           -60.0000000              .1058800
442            13.0000000              .0000000           -59.0000000              .1058822
443            13.0000000              .0000000           -58.0000000              .1058841
444            13.0000000              .0000000           -57.0000000              .1058859
445            13.0000000              .0000000           -56.0000000              .1058876
446            13.0000000              .0000000           -55.0000000              .1058891
447            13.0000000              .0000000           -54.0000000              .1058904
448            13.0000000              .0000000           -53.0000000              .1058915
449            13.0000000              .0000000           -52.0000000              .1058926
450            13.0000000              .0000000           -51.0000000              .1058936
451            13.0000000              .0000000           -50.0000000              .1058942
452            13.0000000              .0000000           -49.0000000              .1058947
453            13.0000000              .0000000           -48.0000000              .1058952
454            13.0000000              .0000000           -47.0000000              .1058956
455            13.0000000              .0000000           -46.0000000              .1058956
456            13.0000000              .0000000           -45.0000000              .1058956
457            13.0000000              .0000000           -44.0000000              .1058956
458            13.0000000              .0000000           -43.0000000              .1058953
459            13.0000000              .0000000           -42.0000000              .1058947
460            13.0000000              .0000000           -41.0000000              .1058942
461            13.0000000              .0000000           -40.0000000              .1058938
462            13.0000000              .0000000           -39.0000000              .1058927
463            13.0000000              .0000000           -38.0000000              .1058915
464            13.0000000              .0000000           -37.0000000              .1058906
465            13.0000000              .0000000           -36.0000000              .1058894
466            13.0000000              .0000000           -35.0000000              .1058877
467            13.0000000              .0000000           -34.0000000              .1058860
468            13.0000000              .0000000           -33.0000000              .1058846
469            13.0000000              .0000000           -32.0000000              .1058826
470            13.0000000              .0000000           -31.0000000              .1058802
471            13.0000000              .0000000           -30.0000000              .1058781
472            13.0000000              .0000000           -29.0000000              .1058761
473            13.0000000              .0000000           -28.0000000              .1058731
474            13.0000000              .0000000           -27.0000000              .1058702
475            13.0000000              .0000000           -26.0000000              .1058676
476            13.0000000              .0000000           -25.0000000              .1058646
477            13.0000000              .0000000           -24.0000000              .1058611
478            13.0000000              .0000000           -23.0000000              .1058577
479            13.0000000              .0000000           -22.0000000              .1058546
480            13.0000000              .0000000           -21.0000000              .1058507
481            13.0000000              .0000000           -20.0000000              .1058466
482            13.0000000              .0000000           -19.0000000              .1058429
483            13.0000000              .0000000           -18.0000000              .1058391
484            13.0000000              .0000000           -17.0000000              .1058348
485            13.0000000              .0000000           -16.0000000              .1058306
486            13.0000000              .0000000           -15.0000000              .1058267
487            13.0000000              .0000000           -14.0000000              .1058227
488            13.0000000              .0000000           -13.0000000              .1058186
489            13.0000000              .0000000           -12.0000000              .1058146
490            13.0000000              .0000000           -11.0000000              .1058108
491            13.0000000              .0000000           -10.0000000              .1058073
492            13.0000000              .0000000            -9.0000000              .1058039
493            13.0000000              .0000000            -8.0000000              .1058006
494            13.0000000              .0000000            -7.0000000              .1057973
495            13.0000000              .0000000            -6.0000000              .1057963
496            13.0000000              .0000000            -5.0000000              .1057952
497            13.0000000              .0000000            -4.0000000              .1057943
498            13.0000000              .0000000            -3.0000000              .1057936
499            13.0000000              .0000000            -2.0000000         -3.031704e-08
500            13.0000000              .0000000            -1.0000000         -3.055959e-08
501            13.0000000              .0000000         -1.421085e-14         -3.087358e-08
502            13.0000000              .0000000             1.0000000         -3.302602e-08
503            13.0000000              .0000000             2.0000000         -3.422863e-08
504            13.0000000              .0000000             3.0000000             -.1058004
505            13.0000000              .0000000             4.0000000             -.1058012
506            13.0000000              .0000000             5.0000000             -.1058020
507            13.0000000              .0000000             6.0000000             -.1058027
508            13.0000000              .0000000             7.0000000             -.1058039
509            13.0000000              .0000000             8.0000000             -.1058073
510            13.0000000              .0000000             9.0000000             -.1058106
511            13.0000000              .0000000            10.0000000             -.1058138
512            13.0000000              .0000000            11.0000000             -.1058172
513            13.0000000              .0000000            12.0000000             -.1058211
514            13.0000000              .0000000            13.0000000             -.1058250
515            13.0000000              .0000000            14.0000000             -.1058286
516            13.0000000              .0000000            15.0000000             -.1058325
517            13.0000000              .0000000            16.0000000             -.1058367
518            13.0000000              .0000000            17.0000000             -.1058407
519            13.0000000              .0000000            18.0000000             -.1058445
520            13.0000000              .0000000            19.0000000             -.1058484
521            13.0000000              .0000000            20.0000000             -.1058523
522            13.0000000              .0000000            21.0000000             -.1058558
523            13.0000000              .0000000            22.0000000             -.1058593
524            13.0000000              .0000000            23.0000000             -.1058626
525            13.0000000              .0000000            24.0000000             -.1058660
526            13.0000000              .0000000            25.0000000             -.1058689
527            13.0000000              .0000000            26.0000000             -.1058718
528            13.0000000              .0000000            27.0000000             -.1058745
529            13.0000000              .0000000            28.0000000             -.1058771
530            13.0000000              .0000000            29.0000000             -.1058795
531            13.0000000              .0000000            30.0000000             -.1058817
532            13.0000000              .0000000            31.0000000             -.1058838
533            13.0000000              .0000000            32.0000000             -.1058856
534            13.0000000              .0000000            33.0000000             -.1058874
535            13.0000000              .0000000            34.0000000             -.1058889
536            13.0000000              .0000000            35.0000000             -.1058904
537            13.0000000              .0000000            36.0000000             -.1058917
538            13.0000000              .0000000            37.0000000             -.1058927
539            13.0000000              .0000000            38.0000000             -.1058937
540            13.0000000              .0000000            39.0000000             -.1058945
541            13.0000000              .0000000            40.0000000             -.1058953
542            13.0000000              .0000000            41.0000000             -.1058957
543            13.0000000              .0000000            42.0000000             -.1058961
544            13.0000000              .0000000            43.0000000             -.1058964
545            13.0000000              .0000000            44.0000000             -.1058965
546            13.0000000              .0000000            45.0000000             -.1058964
547            13.0000000              .0000000            46.0000000             -.1058962
548            13.0000000              .0000000            47.0000000             -.1058961
549            13.0000000              .0000000            48.0000000             -.1058955
