The following 9 query points (given in Cartesian) were found to be out of domain:

#1-	Point (-5, 0, 22)	for ProbID: 1	and TimeInstant: 0
#2-	Point (-15, 0, 22)	for ProbID: 1	and TimeInstant: 0
#3-	Point (-25, 0, 22)	for ProbID: 1	and TimeInstant: 0
#4-	Point (-5, 0, 23)	for ProbID: 1	and TimeInstant: 0
#5-	Point (-15, 0, 23)	for ProbID: 1	and TimeInstant: 0
#6-	Point (-25, 0, 23)	for ProbID: 1	and TimeInstant: 0
#7-	Point (-5, 0, 24)	for ProbID: 1	and TimeInstant: 0
#8-	Point (-15, 0, 24)	for ProbID: 1	and TimeInstant: 0
#9-	Point (-25, 0, 24)	for ProbID: 1	and TimeInstant: 0


B (T)
Y = 0
Pid = 1
t = 0
                        X                     Z                Re B x                Im B x                Re B y                Im B y                Re B z                Im B z
  1            -5.0000000              .0000000          2.064587e-20         -1.425336e-21              .0000000              .0000000          9.338070e-04         -6.446756e-05
  2            -5.0000000             1.0000000         -9.844144e-06          5.942638e-07         -1.406149e-06          7.910596e-08          9.467231e-04         -6.525494e-05
  3            -5.0000000             2.0000000         -2.380739e-05          1.440136e-06         -2.696711e-06          1.456081e-07          9.357032e-04         -6.461708e-05
  4            -5.0000000             3.0000000         -3.786424e-05          2.303197e-06         -4.214685e-06          2.278846e-07          9.184869e-04         -6.361428e-05
  5            -5.0000000             4.0000000         -5.168390e-05          3.169995e-06          9.600064e-06         -6.386054e-07          9.046722e-04         -6.274779e-05
  6            -5.0000000             5.0000000         -6.518492e-05          4.041269e-06          7.693940e-06         -5.537920e-07          8.815205e-04         -6.136266e-05
  7            -5.0000000             6.0000000         -7.824148e-05          4.913801e-06          5.699707e-06         -4.643971e-07          8.523758e-04         -5.959856e-05
  8            -5.0000000             7.0000000         -9.077490e-05          5.786064e-06          3.688859e-06         -3.728537e-07          8.173890e-04         -5.745073e-05
  9            -5.0000000             8.0000000         -1.026843e-04          6.653460e-06          1.643954e-06         -2.759057e-07          7.768332e-04         -5.492041e-05
 10            -5.0000000             9.0000000         -1.026843e-04          6.653460e-06         -1.160905e-05          6.840072e-07          7.421790e-04         -5.286487e-05
