NNNNNNNNN         ZZZZZZZZZ         YYYYYYYYYYY         XXXXXXXXXXXXX         Bzsmoothed
560            13.0000000              .0000000            82.0000000              .1049191
561            13.0000000              .0000000            83.0000000              .1049078
562            13.0000000              .0000000            84.0000000              .1048956
563            13.0000000              .0000000            85.0000000              .1048842
564            13.0000000              .0000000            86.0000000              .1048731
565            13.0000000              .0000000            87.0000000              .1048640
566            13.0000000              .0000000            88.0000000              .1048554
567            13.0000000              .0000000            89.0000000              .1048522
568            13.0000000              .0000000            90.0000000              .1048492
569            13.0000000              .0000000            91.0000000          1.573671e-05
570            13.0000000              .0000000            92.0000000          1.566794e-05
571            13.0000000              .0000000            93.0000000          1.538411e-05
572            13.0000000              .0000000            94.0000000          1.506927e-05
573            13.0000000              .0000000            95.0000000          1.461075e-05
574            13.0000000            13.0000000           -95.0000000          1.531200e-05
575            13.0000000            13.0000000           -94.0000000          1.568954e-05
576            13.0000000            13.0000000           -93.0000000          1.587618e-05
577            13.0000000            13.0000000           -92.0000000          1.599151e-05
578            13.0000000            13.0000000           -91.0000000              .1048215
579            13.0000000            13.0000000           -90.0000000              .1048239
580            13.0000000            13.0000000           -89.0000000              .1048304
581            13.0000000            13.0000000           -88.0000000              .1048372
582            13.0000000            13.0000000           -87.0000000              .1048469
583            13.0000000            13.0000000           -86.0000000              .1048573
584            13.0000000            13.0000000           -85.0000000              .1048689
585            13.0000000            13.0000000           -84.0000000              .1048804
586            13.0000000            13.0000000           -83.0000000              .1048925
587            13.0000000            13.0000000           -82.0000000              .1049036
588            13.0000000            13.0000000           -81.0000000              .1049149
589            13.0000000            13.0000000           -80.0000000              .1049249
590            13.0000000            13.0000000           -79.0000000              .1049348
591            13.0000000            13.0000000           -78.0000000              .1049433
592            13.0000000            13.0000000           -77.0000000              .1049516
593            13.0000000            13.0000000           -76.0000000              .1049585
594            13.0000000            13.0000000           -75.0000000              .1049653
595            13.0000000            13.0000000           -74.0000000              .1049709
596            13.0000000            13.0000000           -73.0000000              .1049762
597            13.0000000            13.0000000           -72.0000000              .1049806
598            13.0000000            13.0000000           -71.0000000              .1049847
599            13.0000000            13.0000000           -70.0000000              .1049883
600            13.0000000            13.0000000           -69.0000000              .1049914
601            13.0000000            13.0000000           -68.0000000              .1049941
602            13.0000000            13.0000000           -67.0000000              .1049965
603            13.0000000            13.0000000           -66.0000000              .1049986
604            13.0000000            13.0000000           -65.0000000              .1050004
605            13.0000000            13.0000000           -64.0000000              .1050021
606            13.0000000            13.0000000           -63.0000000              .1050034
607            13.0000000            13.0000000           -62.0000000              .1050048
608            13.0000000            13.0000000           -61.0000000              .1050057
609            13.0000000            13.0000000           -60.0000000              .1050067
610            13.0000000            13.0000000           -59.0000000              .1050074
611            13.0000000            13.0000000           -58.0000000              .1050081
612            13.0000000            13.0000000           -57.0000000              .1050087
613            13.0000000            13.0000000           -56.0000000              .1050092
614            13.0000000            13.0000000           -55.0000000              .1050096
615            13.0000000            13.0000000           -54.0000000              .1050100
616            13.0000000            13.0000000           -53.0000000              .1050103
617            13.0000000            13.0000000           -52.0000000              .1050106
618            13.0000000            13.0000000           -51.0000000              .1050108
619            13.0000000            13.0000000           -50.0000000              .1050109
620            13.0000000            13.0000000           -49.0000000              .1050110
621            13.0000000            13.0000000           -48.0000000              .1050111
622            13.0000000            13.0000000           -47.0000000              .1050112
623            13.0000000            13.0000000           -46.0000000              .1050111
624            13.0000000            13.0000000           -45.0000000              .1050111
625            13.0000000            13.0000000           -44.0000000              .1050110
626            13.0000000            13.0000000           -43.0000000              .1050108
627            13.0000000            13.0000000           -42.0000000              .1050107
628            13.0000000            13.0000000           -41.0000000              .1050104
629            13.0000000            13.0000000           -40.0000000              .1050102
630            13.0000000            13.0000000           -39.0000000              .1050098
631            13.0000000            13.0000000           -38.0000000              .1050094
632            13.0000000            13.0000000           -37.0000000              .1050089
633            13.0000000            13.0000000           -36.0000000              .1050084
634            13.0000000            13.0000000           -35.0000000              .1050077
635            13.0000000            13.0000000           -34.0000000              .1050070
636            13.0000000            13.0000000           -33.0000000              .1050060
637            13.0000000            13.0000000           -32.0000000              .1050051
638            13.0000000            13.0000000           -31.0000000              .1050039
639            13.0000000            13.0000000           -30.0000000              .1050026
640            13.0000000            13.0000000           -29.0000000              .1050010
641            13.0000000            13.0000000           -28.0000000              .1049993
642            13.0000000            13.0000000           -27.0000000              .1049973
643            13.0000000            13.0000000           -26.0000000              .1049950
644            13.0000000            13.0000000           -25.0000000              .1049924
645            13.0000000            13.0000000           -24.0000000              .1049893
646            13.0000000            13.0000000           -23.0000000              .1049860
647            13.0000000            13.0000000           -22.0000000              .1049820
648            13.0000000            13.0000000           -21.0000000              .1049777
649            13.0000000            13.0000000           -20.0000000              .1049726
650            13.0000000            13.0000000           -19.0000000              .1049672
651            13.0000000            13.0000000           -18.0000000              .1049607
652            13.0000000            13.0000000           -17.0000000              .1049540
653            13.0000000            13.0000000           -16.0000000              .1049459
654            13.0000000            13.0000000           -15.0000000              .1049378
655            13.0000000            13.0000000           -14.0000000              .1049280
656            13.0000000            13.0000000           -13.0000000              .1049184
657            13.0000000            13.0000000           -12.0000000              .1049073
658            13.0000000            13.0000000           -11.0000000              .1048964
659            13.0000000            13.0000000           -10.0000000              .1048846
660            13.0000000            13.0000000            -9.0000000              .1048735
661            13.0000000            13.0000000            -8.0000000              .1048621
662            13.0000000            13.0000000            -7.0000000              .1048522
663            13.0000000            13.0000000            -6.0000000              .1048430
664            13.0000000            13.0000000            -5.0000000              .1048367
665            13.0000000            13.0000000            -4.0000000              .1048307
666            13.0000000            13.0000000            -3.0000000              .1048265
667            13.0000000            13.0000000            -2.0000000          2.021358e-05
668            13.0000000            13.0000000            -1.0000000          2.021027e-05
669            13.0000000            13.0000000              .0000000          2.020506e-05
670            13.0000000            13.0000000             1.0000000          2.019743e-05
671            13.0000000            13.0000000             2.0000000              .1048257
672            13.0000000            13.0000000             3.0000000              .1048279
673            13.0000000            13.0000000             4.0000000              .1048297
674            13.0000000            13.0000000             5.0000000              .1048383
675            13.0000000            13.0000000             6.0000000              .1048474
676            13.0000000            13.0000000             7.0000000              .1048588
677            13.0000000            13.0000000             8.0000000              .1048702
678            13.0000000            13.0000000             9.0000000              .1048824
679            13.0000000            13.0000000            10.0000000              .1048940
680            13.0000000            13.0000000            11.0000000              .1049058
681            13.0000000            13.0000000            12.0000000              .1049165
682            13.0000000            13.0000000            13.0000000              .1049273
683            13.0000000            13.0000000            14.0000000              .1049365
684            13.0000000            13.0000000            15.0000000              .1049457
685            13.0000000            13.0000000            16.0000000              .1049534
686            13.0000000            13.0000000            17.0000000              .1049610
687            13.0000000            13.0000000            18.0000000              .1049672
688            13.0000000            13.0000000            19.0000000              .1049732
689            13.0000000            13.0000000            20.0000000              .1049782
690            13.0000000            13.0000000            21.0000000              .1049829
691            13.0000000            13.0000000            22.0000000              .1049868
692            13.0000000            13.0000000            23.0000000              .1049904
693            13.0000000            13.0000000            24.0000000              .1049935
694            13.0000000            13.0000000            25.0000000              .1049962
695            13.0000000            13.0000000            26.0000000              .1049986
696            13.0000000            13.0000000            27.0000000              .1050006
697            13.0000000            13.0000000            28.0000000              .1050024
698            13.0000000            13.0000000            29.0000000              .1050040
699            13.0000000            13.0000000            30.0000000              .1050054
700            13.0000000            13.0000000            31.0000000              .1050065
701            13.0000000            13.0000000            32.0000000              .1050077
702            13.0000000            13.0000000            33.0000000              .1050084
703            13.0000000            13.0000000            34.0000000              .1050093
704            13.0000000            13.0000000            35.0000000              .1050098
705            13.0000000            13.0000000            36.0000000              .1050104
706            13.0000000            13.0000000            37.0000000              .1050108
707            13.0000000            13.0000000            38.0000000              .1050113
708            13.0000000            13.0000000            39.0000000              .1050116
709            13.0000000            13.0000000            40.0000000              .1050119
710            13.0000000            13.0000000            41.0000000              .1050121
711            13.0000000            13.0000000            42.0000000              .1050122
712            13.0000000            13.0000000            43.0000000              .1050124
713            13.0000000            13.0000000            44.0000000              .1050124
714            13.0000000            13.0000000            45.0000000              .1050125
715            13.0000000            13.0000000            46.0000000              .1050125
716            13.0000000            13.0000000            47.0000000              .1050125
717            13.0000000            13.0000000            48.0000000              .1050124
718            13.0000000            13.0000000            49.0000000              .1050122
719            13.0000000            13.0000000            50.0000000              .1050121
720            13.0000000            13.0000000            51.0000000              .1050118
721            13.0000000            13.0000000            52.0000000              .1050116
722            13.0000000            13.0000000            53.0000000              .1050113
723            13.0000000            13.0000000            54.0000000              .1050109
724            13.0000000            13.0000000            55.0000000              .1050104
725            13.0000000            13.0000000            56.0000000              .1050100
726            13.0000000            13.0000000            57.0000000              .1050093
727            13.0000000            13.0000000            58.0000000              .1050087
728            13.0000000            13.0000000            59.0000000              .1050079
729            13.0000000            13.0000000            60.0000000              .1050071
730            13.0000000            13.0000000            61.0000000              .1050060
731            13.0000000            13.0000000            62.0000000              .1050048
732            13.0000000            13.0000000            63.0000000              .1050034
733            13.0000000            13.0000000            64.0000000              .1050019
734            13.0000000            13.0000000            65.0000000              .1050001
735            13.0000000            13.0000000            66.0000000              .1049981
736            13.0000000            13.0000000            67.0000000              .1049957
737            13.0000000            13.0000000            68.0000000              .1049931
738            13.0000000            13.0000000            69.0000000              .1049901
739            13.0000000            13.0000000            70.0000000              .1049866
740            13.0000000            13.0000000            71.0000000              .1049827
741            13.0000000            13.0000000            72.0000000              .1049782
742            13.0000000            13.0000000            73.0000000              .1049733
743            13.0000000            13.0000000            74.0000000              .1049676
744            13.0000000            13.0000000            75.0000000              .1049614
745            13.0000000            13.0000000            76.0000000              .1049541
746            13.0000000            13.0000000            77.0000000              .1049466
747            13.0000000            13.0000000            78.0000000              .1049377
748            13.0000000            13.0000000            79.0000000              .1049289
749            13.0000000            13.0000000            80.0000000              .1049182
750            13.0000000            13.0000000            81.0000000              .1049079
751            13.0000000            13.0000000            82.0000000              .1048961
752            13.0000000            13.0000000            83.0000000              .1048849
753            13.0000000            13.0000000            84.0000000              .1048730
754            13.0000000            13.0000000            85.0000000              .1048620
755            13.0000000            13.0000000            86.0000000              .1048511
756            13.0000000            13.0000000            87.0000000              .1048423
757            13.0000000            13.0000000            88.0000000              .1048351
758            13.0000000            13.0000000            89.0000000              .1048310
759            13.0000000            13.0000000            90.0000000              .1048277
760            13.0000000            13.0000000            91.0000000          1.581969e-05
761            13.0000000            13.0000000            92.0000000          1.560823e-05
762            13.0000000            13.0000000            93.0000000          1.537176e-05
763            13.0000000            13.0000000            94.0000000          1.512077e-05
764            13.0000000            13.0000000            95.0000000          1.464652e-05
